"Mã hợp đồng","Tên hợp đồng","Mã hàng hoá","KL chào mua","Giá chào mua","KL đang chờ khớp mua","Giá chào bán","KL chào bán","KL chờ khớp bán","Giá khớp","KL khớp","Thay đổi","Thay đổi (%)","Giá mở cửa","Giá cao nhất","Giá thấp nhất","Giá đóng cửa","Giá đóng cửa phiên trước","Giá thanh toán","Bước giá tối thiểu","Giá hợp đồng","KL giao dịch","Ngày giờ cập nhật gần nhất"
"PBDD04Q23","Chì LME 04/08/23","LEDZ","","","","","","","2152.5","","","","","","","","","2145.0","","","",""
"PBDD04Q25","Chì LME 04/08/25","LEDZ","","","","","","","1932","","","","","","","","","1929.5","","","",""
"PBDD04Q26","Chì LME 04/08/26","LEDZ","","","","","","","1860.5","","","","","","","","","1855.0","","","",""
"PBDD04U24","Chì LME 04/09/24","LEDZ","","","","","","","2040","","","","","","","","","2024.5","","","",""
"PBDD04U25","Chì LME 04/09/25","LEDZ","","","","","","","1950","","","","","","","","","1951.0","","","",""
"PBDD04U26","Chì LME 04/09/26","LEDZ","","","","","","","1872.5","","","","","","","","","1867.0","","","",""
"PBDD04V23","Chì LME 04/10/23","LEDZ","","","","","","","2153.5","","","","","","","","","2162.5","","","",""
"PBDD04V24","Chì LME 04/10/24","LEDZ","","","","","","","2103","","","","","","","","","2100.5","","","",""
"PBDD04X24","Chì LME 04/11/24","LEDZ","","","","","","","1964.5","","","","","","","","","1979.5","","","",""
"PBDD04X25","Chì LME 04/11/25","LEDZ","","","","","","","1993.5","","","","","","","","","1990.5","","","",""
"PBDD04X26","Chì LME 04/11/26","LEDZ","","","","","","","","","","","","","","","","","","","",""
"PBDD04Z23","Chì LME 04/12/23","LEDZ","","","","","","","2091.5","","","","","","","","","2092.0","","","",""
"PBDD04Z24","Chì LME 04/12/24","LEDZ","","","","","","","2055","","","","","","","","","2050.5","","","",""
"PBDD04Z25","Chì LME 04/12/25","LEDZ","","","","","","","1952","","","","","","","","","1952.5","","","",""
"PBDD05F23","Chì LME 05/01/23","LEDZ","","","","","","","2331","","","","","","","","","2333.0","","","",""
"PBDD05F24","Chì LME 05/01/24","LEDZ","","","","","","","2009","","","","","","","","","2009.0","","","",""
"PBDD05F26","Chì LME 05/01/26","LEDZ","","","","","","","1955","","","","","","","","","1967.5","","","",""
"PBDD05G24","Chì LME 05/02/24","LEDZ","","","","","","","2150","","","","","","","","","2158.0","","","",""
"PBDD05G25","Chì LME 05/02/25","LEDZ","","","","","","","1906","","","","","","","","","1906.5","","","",""
"PBDD05G26","Chì LME 05/02/26","LEDZ","","","","","","","1912","","","","","","","","","1911.5","","","",""
"PBDD05H24","Chì LME 05/03/24","LEDZ","","","","","","","2034.5","","","","","","","","","2026.0","","","",""
"PBDD05H25","Chì LME 05/03/25","LEDZ","","","","","","","1970","","","","","","","","","1967.0","","","",""
"PBDD05H26","Chì LME 05/03/26","LEDZ","","","","","","","1886","","","","","","","","","1886.5","","","",""
"PBDD05J23","Chì LME 05/04/23","LEDZ","","","","","","","2116","","","","","","","","","2118.5","","","",""
"PBDD05J24","Chì LME 05/04/24","LEDZ","","","","","","","2054","","","","","","","","","2050.5","","","",""
"PBDD05K23","Chì LME 05/05/23","LEDZ","","","","","","","2117.5","","","","","","","","","2128.0","","","",""
"PBDD05K26","Chì LME 05/05/26","LEDZ","","","","","","","1943.5","","","","","","","","","1942.0","","","",""
"PBDD05M24","Chì LME 05/06/24","LEDZ","","","","","","","2239.5","","","","","","","","","2223.0","","","",""
"PBDD05M25","Chì LME 05/06/25","LEDZ","","","","","","","1959","","","","","","","","","1965.5","","","",""
"PBDD05M26","Chì LME 05/06/26","LEDZ","","","","","","","2022.5","","","","","","","","","2023.0","","","",""
"PBDD05N23","Chì LME 05/07/23","LEDZ","","","","","","","2125","","","","","","","","","2125.5","","","",""
"PBDD05N24","Chì LME 05/07/24","LEDZ","","","","","","","2183","","","","","","","","","2178.5","","","",""
"PBDD05Q24","Chì LME 05/08/24","LEDZ","","","","","","","2033.5","","","","","","","","","2021.5","","","",""
"PBDD05Q25","Chì LME 05/08/25","LEDZ","","","","","","","1935","","","","","","","","","1930.5","","","",""
"PBDD05Q26","Chì LME 05/08/26","LEDZ","","","","","","","1861","","","","","","","","","1855.5","","","",""
"PBDD05U23","Chì LME 05/09/23","LEDZ","","","","","","","2266.5","","","","","","","","","2275.0","","","",""
"PBDD05U24","Chì LME 05/09/24","LEDZ","","","","","","","2011.5","","","","","","","","","2016.0","","","",""
"PBDD05U25","Chì LME 05/09/25","LEDZ","","","","","","","1956.5","","","","","","","","","1952.5","","","",""
"PBDD05V23","Chì LME 05/10/23","LEDZ","","","","","","","2140","","","","","","","","","2138.0","","","",""
"PBDD05V26","Chì LME 05/10/26","LEDZ","","","","","","","1884.5","","","","","","","","","1879.0","","","",""
"PBDD05X24","Chì LME 05/11/24","LEDZ","","","","","","","2015.5","","","","","","","","","2011.5","","","",""
"PBDD05X25","Chì LME 05/11/25","LEDZ","","","","","","","1996","","","","","","","","","1998.5","","","",""
"PBDD05X26","Chì LME 05/11/26","LEDZ","","","","","","","","","","","","","","","","","","","",""
"PBDD05Z22","Chì LME 05/12/22","LEDZ","","","","","","","2153.5","","","","","","","","","2161.0","","","",""
"PBDD05Z23","Chì LME 05/12/23","LEDZ","","","","","","","2088.5","","","","","","","","","2087.5","","","",""
"PBDD05Z24","Chì LME 05/12/24","LEDZ","","","","","","","2048","","","","","","","","","2053.0","","","",""
"PBDD05Z25","Chì LME 05/12/25","LEDZ","","","","","","","1957.5","","","","","","","","","1955.5","","","",""
"PBDD06F23","Chì LME 06/01/23","LEDZ","","","","","","","2357.5","","","","","","","","","2331.0","","","",""
"PBDD06F25","Chì LME 06/01/25","LEDZ","","","","","","","1922","","","","","","","","","1905.5","","","",""
"PBDD06F26","Chì LME 06/01/26","LEDZ","","","","","","","1966","","","","","","","","","1960.0","","","",""
"PBDD06G23","Chì LME 06/02/23","LEDZ","","","","","","","2126.5","","","","","","","","","2121.0","","","",""
"PBDD06G24","Chì LME 06/02/24","LEDZ","","","","","","","2148","","","","","","","","","2145.5","","","",""
"PBDD06G25","Chì LME 06/02/25","LEDZ","","","","","","","1938.5","","","","","","","","","1935.0","","","",""
"PBDD06G26","Chì LME 06/02/26","LEDZ","","","","","","","1913.5","","","","","","","","","1915.0","","","",""
"PBDD06H23","Chì LME 06/03/23","LEDZ","","","","","","","2106","","","","","","","","","2123.0","","","",""
"PBDD06H24","Chì LME 06/03/24","LEDZ","","","","","","","2040","","","","","","","","","2036.5","","","",""
"PBDD06H25","Chì LME 06/03/25","LEDZ","","","","","","","1986","","","","","","","","","1990.0","","","",""
"PBDD06H26","Chì LME 06/03/26","LEDZ","","","","","","","1907.5","","","","","","","","","1914.5","","","",""
"PBDD06J23","Chì LME 06/04/23","LEDZ","","","","","","","2140.5","","","","","","","","","2117.0","","","",""
"PBDD06K25","Chì LME 06/05/25","LEDZ","","","","","","","1938.5","","","","","","","","","1941.5","","","",""
"PBDD06K26","Chì LME 06/05/26","LEDZ","","","","","","","1943","","","","","","","","","1943.0","","","",""
"PBDD06M24","Chì LME 06/06/24","LEDZ","","","","","","","2178","","","","","","","","","2180.5","","","",""
"PBDD06M25","Chì LME 06/06/25","LEDZ","","","","","","","1971.5","","","","","","","","","1968.5","","","",""
"PBDD06N23","Chì LME 06/07/23","LEDZ","","","","","","","2112","","","","","","","","","2111.0","","","",""
"PBDD06N26","Chì LME 06/07/26","LEDZ","","","","","","","1834","","","","","","","","","1837.5","","","",""
"PBDD06Q24","Chì LME 06/08/24","LEDZ","","","","","","","2005","","","","","","","","","1978.0","","","",""
"PBDD06Q25","Chì LME 06/08/25","LEDZ","","","","","","","1913","","","","","","","","","1911.0","","","",""
"PBDD06Q26","Chì LME 06/08/26","LEDZ","","","","","","","1861.5","","","","","","","","","1856.0","","","",""
"PBDD06U23","Chì LME 06/09/23","LEDZ","","","","","","","2267","","","","","","","","","2264.0","","","",""
"PBDD06U24","Chì LME 06/09/24","LEDZ","","","","","","","1972.5","","","","","","","","","1979.5","","","",""
"PBDD06V23","Chì LME 06/10/23","LEDZ","","","","","","","2135.5","","","","","","","","","2138.0","","","",""
"PBDD06V25","Chì LME 06/10/25","LEDZ","","","","","","","1989.5","","","","","","","","","1993.5","","","",""
"PBDD06V26","Chì LME 06/10/26","LEDZ","","","","","","","1885.5","","","","","","","","","1880.0","","","",""
"PBDD06X23","Chì LME 06/11/23","LEDZ","","","","","","","2120.5","","","","","","","","","2115.0","","","",""
"PBDD06X24","Chì LME 06/11/24","LEDZ","","","","","","","1988","","","","","","","","","1987.5","","","",""
"PBDD06X25","Chì LME 06/11/25","LEDZ","","","","","","","1998.5","","","","","","","","","1999.0","","","",""
"PBDD06X26","Chì LME 06/11/26","LEDZ","","","","","","","","","","","","","","","","","","","",""
"PBDD06Z22","Chì LME 06/12/22","LEDZ","","","","","","","2174.5","","","","","","","","","2190.0","","","",""
"PBDD06Z23","Chì LME 06/12/23","LEDZ","","","","","","","2050","","","","","","","","","2054.0","","","",""
"PBDD06Z24","Chì LME 06/12/24","LEDZ","","","","","","","2048.5","","","","","","","","","2053.5","","","",""
"PBDD07F25","Chì LME 07/01/25","LEDZ","","","","","","","1922.5","","","","","","","","","1906.0","","","",""
"PBDD07F26","Chì LME 07/01/26","LEDZ","","","","","","","1973","","","","","","","","","1978.0","","","",""
"PBDD07G23","Chì LME 07/02/23","LEDZ","","","","","","","2097.5","","","","","","","","","2084.0","","","",""
"PBDD07G24","Chì LME 07/02/24","LEDZ","","","","","","","2111.5","","","","","","","","","2112.5","","","",""
"PBDD07G25","Chì LME 07/02/25","LEDZ","","","","","","","1970.5","","","","","","","","","1971.0","","","",""
"PBDD07H23","Chì LME 07/03/23","LEDZ","","","","","","","2116.5","","","","","","","","","2117.5","","","",""
"PBDD07H24","Chì LME 07/03/24","LEDZ","","","","","","","2036","","","","","","","","","2036.0","","","",""
"PBDD07H25","Chì LME 07/03/25","LEDZ","","","","","","","2006","","","","","","","","","2014.5","","","",""
"PBDD07J25","Chì LME 07/04/25","LEDZ","","","","","","","1990.5","","","","","","","","","1988.0","","","",""
"PBDD07J26","Chì LME 07/04/26","LEDZ","","","","","","","1920","","","","","","","","","1918.5","","","",""
"PBDD07K24","Chì LME 07/05/24","LEDZ","","","","","","","2136.5","","","","","","","","","2136.5","","","",""
"PBDD07K25","Chì LME 07/05/25","LEDZ","","","","","","","1914.5","","","","","","","","","1919.5","","","",""
"PBDD07K26","Chì LME 07/05/26","LEDZ","","","","","","","1964.5","","","","","","","","","1969.0","","","",""
"PBDD07M24","Chì LME 07/06/24","LEDZ","","","","","","","2164.5","","","","","","","","","2172.0","","","",""
"PBDD07N23","Chì LME 07/07/23","LEDZ","","","","","","","2067","","","","","","","","","2061.0","","","",""
"PBDD07N25","Chì LME 07/07/25","LEDZ","","","","","","","2034.5","","","","","","","","","2037.5","","","",""
"PBDD07N26","Chì LME 07/07/26","LEDZ","","","","","","","1859.5","","","","","","","","","1858.5","","","",""
"PBDD07Q23","Chì LME 07/08/23","LEDZ","","","","","","","2145","","","","","","","","","2150.0","","","",""
"PBDD07Q24","Chì LME 07/08/24","LEDZ","","","","","","","1876","","","","","","","","","1868.0","","","",""
"PBDD07Q25","Chì LME 07/08/25","LEDZ","","","","","","","1934","","","","","","","","","1931.5","","","",""
"PBDD07Q26","Chì LME 07/08/26","LEDZ","","","","","","","1862","","","","","","","","","1856.5","","","",""
"PBDD07U23","Chì LME 07/09/23","LEDZ","","","","","","","2293.5","","","","","","","","","2296.5","","","",""
"PBDD07V24","Chì LME 07/10/24","LEDZ","","","","","","","2099.5","","","","","","","","","2093.5","","","",""
"PBDD07V25","Chì LME 07/10/25","LEDZ","","","","","","","1983.5","","","","","","","","","1984.5","","","",""
"PBDD07V26","Chì LME 07/10/26","LEDZ","","","","","","","1885.5","","","","","","","","","","","","",""
"PBDD07X22","Chì LME 07/11/22","LEDZ","","","","","","","2013.5","","","","","","","","","2005.5","","","",""
"PBDD07X23","Chì LME 07/11/23","LEDZ","","","","","","","2181.5","","","","","","","","","2177.0","","","",""
"PBDD07X24","Chì LME 07/11/24","LEDZ","","","","","","","1981.5","","","","","","","","","1983.5","","","",""
"PBDD07X25","Chì LME 07/11/25","LEDZ","","","","","","","1995","","","","","","","","","1990.0","","","",""
"PBDD07Z22","Chì LME 07/12/22","LEDZ","","","","","","","2226","","","","","","","","","2225.0","","","",""
"PBDD07Z23","Chì LME 07/12/23","LEDZ","","","","","","","2019","","","","","","","","","2020.0","","","",""
"PBDD08F24","Chì LME 08/01/24","LEDZ","","","","","","","2008","","","","","","","","","2007.0","","","",""
"PBDD08F25","Chì LME 08/01/25","LEDZ","","","","","","","1923","","","","","","","","","1906.5","","","",""
"PBDD08F26","Chì LME 08/01/26","LEDZ","","","","","","","2036.5","","","","","","","","","2037.5","","","",""
"PBDD08G23","Chì LME 08/02/23","LEDZ","","","","","","","2099.5","","","","","","","","","2088.0","","","",""
"PBDD08G24","Chì LME 08/02/24","LEDZ","","","","","","","2115","","","","","","","","","2117.0","","","",""
"PBDD08H23","Chì LME 08/03/23","LEDZ","","","","","","","2112.5","","","","","","","","","2115.5","","","",""
"PBDD08H24","Chì LME 08/03/24","LEDZ","","","","","","","2059","","","","","","","","","2063.5","","","",""
"PBDD08J24","Chì LME 08/04/24","LEDZ","","","","","","","2104","","","","","","","","","2112.0","","","",""
"PBDD08J25","Chì LME 08/04/25","LEDZ","","","","","","","1991.5","","","","","","","","","1989.0","","","",""
"PBDD08J26","Chì LME 08/04/26","LEDZ","","","","","","","1905","","","","","","","","","1912.0","","","",""
"PBDD08K23","Chì LME 08/05/23","LEDZ","","","","","","","","","","","","","","","","","","","",""
"PBDD08K24","Chì LME 08/05/24","LEDZ","","","","","","","2180","","","","","","","","","2177.0","","","",""
"PBDD08K25","Chì LME 08/05/25","LEDZ","","","","","","","1907.5","","","","","","","","","1905.5","","","",""
"PBDD08K26","Chì LME 08/05/26","LEDZ","","","","","","","1974.5","","","","","","","","","1979.0","","","",""
"PBDD08M26","Chì LME 08/06/26","LEDZ","","","","","","","2013.5","","","","","","","","","2016.0","","","",""
"PBDD08N24","Chì LME 08/07/24","LEDZ","","","","","","","2186.5","","","","","","","","","2180.5","","","",""
"PBDD08N25","Chì LME 08/07/25","LEDZ","","","","","","","2031","","","","","","","","","2034.0","","","",""
"PBDD08N26","Chì LME 08/07/26","LEDZ","","","","","","","1846.5","","","","","","","","","1841.0","","","",""
"PBDD08Q23","Chì LME 08/08/23","LEDZ","","","","","","","2117","","","","","","","","","2120.5","","","",""
"PBDD08Q24","Chì LME 08/08/24","LEDZ","","","","","","","1883.5","","","","","","","","","1897.5","","","",""
"PBDD08Q25","Chì LME 08/08/25","LEDZ","","","","","","","1956","","","","","","","","","1958.5","","","",""
"PBDD08U23","Chì LME 08/09/23","LEDZ","","","","","","","2278","","","","","","","","","2278.5","","","",""
"PBDD08U25","Chì LME 08/09/25","LEDZ","","","","","","","1943.5","","","","","","","","","1940.5","","","",""
"PBDD08U26","Chì LME 08/09/26","LEDZ","","","","","","","1872.5","","","","","","","","","1867.0","","","",""
"PBDD08V24","Chì LME 08/10/24","LEDZ","","","","","","","2107.5","","","","","","","","","2103.0","","","",""
"PBDD08V25","Chì LME 08/10/25","LEDZ","","","","","","","1960","","","","","","","","","1965.0","","","",""
"PBDD08V26","Chì LME 08/10/26","LEDZ","","","","","","","","","","","","","","","","","","","",""
"PBDD08X22","Chì LME 08/11/22","LEDZ","","","","","","","1991","","","","","","","","","2005.5","","","",""
"PBDD08X23","Chì LME 08/11/23","LEDZ","","","","","","","2184","","","","","","","","","2177.5","","","",""
"PBDD08X24","Chì LME 08/11/24","LEDZ","","","","","","","2005.5","","","","","","","","","2006.0","","","",""
"PBDD08Z22","Chì LME 08/12/22","LEDZ","","","","","","","2199.5","","","","","","","","","2206.5","","","",""
"PBDD08Z23","Chì LME 08/12/23","LEDZ","","","","","","","1990","","","","","","","","","1991.5","","","",""
"PBDD08Z25","Chì LME 08/12/25","LEDZ","","","","","","","1981","","","","","","","","","1974.5","","","",""
"PBDD09F23","Chì LME 09/01/23","LEDZ","","","","","","","2231","","","","","","","","","2265.0","","","",""
"PBDD09F24","Chì LME 09/01/24","LEDZ","","","","","","","2048.5","","","","","","","","","2042.0","","","",""
"PBDD09F25","Chì LME 09/01/25","LEDZ","","","","","","","1916.5","","","","","","","","","1925.0","","","",""
"PBDD09F26","Chì LME 09/01/26","LEDZ","","","","","","","2006.5","","","","","","","","","2016.5","","","",""
"PBDD09G23","Chì LME 09/02/23","LEDZ","","","","","","","2079","","","","","","","","","2086.0","","","",""
"PBDD09G24","Chì LME 09/02/24","LEDZ","","","","","","","2114","","","","","","","","","2103.0","","","",""
"PBDD09G26","Chì LME 09/02/26","LEDZ","","","","","","","1912.5","","","","","","","","","1907.0","","","",""
"PBDD09H23","Chì LME 09/03/23","LEDZ","","","","","","","2081","","","","","","","","","2082.0","","","",""
"PBDD09H26","Chì LME 09/03/26","LEDZ","","","","","","","1909.5","","","","","","","","","1916.5","","","",""
"PBDD09J24","Chì LME 09/04/24","LEDZ","","","","","","","2099","","","","","","","","","2098.0","","","",""
"PBDD09J25","Chì LME 09/04/25","LEDZ","","","","","","","2003.5","","","","","","","","","2002.5","","","",""
"PBDD09J26","Chì LME 09/04/26","LEDZ","","","","","","","1926","","","","","","","","","1920.0","","","",""
"PBDD09K23","Chì LME 09/05/23","LEDZ","","","","","","","2090","","","","","","","","","2088.0","","","",""
"PBDD09K24","Chì LME 09/05/24","LEDZ","","","","","","","2197.5","","","","","","","","","2198.0","","","",""
"PBDD09K25","Chì LME 09/05/25","LEDZ","","","","","","","1949.5","","","","","","","","","1941.5","","","",""
"PBDD09M25","Chì LME 09/06/25","LEDZ","","","","","","","1950.5","","","","","","","","","1955.0","","","",""
"PBDD09M26","Chì LME 09/06/26","LEDZ","","","","","","","1992.5","","","","","","","","","1994.0","","","",""
"PBDD09N24","Chì LME 09/07/24","LEDZ","","","","","","","2192.5","","","","","","","","","2191.5","","","",""
"PBDD09N25","Chì LME 09/07/25","LEDZ","","","","","","","1998.5","","","","","","","","","2011.0","","","",""
"PBDD09N26","Chì LME 09/07/26","LEDZ","","","","","","","1846.5","","","","","","","","","1841.0","","","",""
"PBDD09Q23","Chì LME 09/08/23","LEDZ","","","","","","","2142","","","","","","","","","2129.0","","","",""
"PBDD09Q24","Chì LME 09/08/24","LEDZ","","","","","","","1915.5","","","","","","","","","1914.0","","","",""
"PBDD09U24","Chì LME 09/09/24","LEDZ","","","","","","","1962","","","","","","","","","1955.0","","","",""
"PBDD09U25","Chì LME 09/09/25","LEDZ","","","","","","","1939.5","","","","","","","","","1941.5","","","",""
"PBDD09U26","Chì LME 09/09/26","LEDZ","","","","","","","1872.5","","","","","","","","","1867.0","","","",""
"PBDD09V24","Chì LME 09/10/24","LEDZ","","","","","","","2101","","","","","","","","","2098.0","","","",""
"PBDD09V25","Chì LME 09/10/25","LEDZ","","","","","","","1975","","","","","","","","","1971.5","","","",""
"PBDD09V26","Chì LME 09/10/26","LEDZ","","","","","","","","","","","","","","","","","","","",""
"PBDD09X22","Chì LME 09/11/22","LEDZ","","","","","","","2026","","","","","","","","","2042.0","","","",""
"PBDD09X23","Chì LME 09/11/23","LEDZ","","","","","","","2194.5","","","","","","","","","2192.0","","","",""
"PBDD09X26","Chì LME 09/11/26","LEDZ","","","","","","","","","","","","","","","","","","","",""
"PBDD09Z22","Chì LME 09/12/22","LEDZ","","","","","","","2163.5","","","","","","","","","2196.0","","","",""
"PBDD09Z24","Chì LME 09/12/24","LEDZ","","","","","","","2051","","","","","","","","","2056.0","","","",""
"PBDD09Z25","Chì LME 09/12/25","LEDZ","","","","","","","1953.5","","","","","","","","","1953.5","","","",""
"PBDD10F23","Chì LME 10/01/23","LEDZ","","","","","","","2217.5","","","","","","","","","2231.5","","","",""
"PBDD10F24","Chì LME 10/01/24","LEDZ","","","","","","","2029.5","","","","","","","","","2030.0","","","",""
"PBDD10F25","Chì LME 10/01/25","LEDZ","","","","","","","1914","","","","","","","","","1905.0","","","",""
"PBDD10G23","Chì LME 10/02/23","LEDZ","","","","","","","2147.5","","","","","","","","","2135.0","","","",""
"PBDD10G25","Chì LME 10/02/25","LEDZ","","","","","","","1957.5","","","","","","","","","1960.5","","","",""
"PBDD10G26","Chì LME 10/02/26","LEDZ","","","","","","","1914.5","","","","","","","","","1909.5","","","",""
"PBDD10H23","Chì LME 10/03/23","LEDZ","","","","","","","2077.5","","","","","","","","","2086.5","","","",""
"PBDD10H25","Chì LME 10/03/25","LEDZ","","","","","","","2026","","","","","","","","","2029.0","","","",""
"PBDD10H26","Chì LME 10/03/26","LEDZ","","","","","","","1904.5","","","","","","","","","1910.0","","","",""
"PBDD10J24","Chì LME 10/04/24","LEDZ","","","","","","","2095.5","","","","","","","","","2113.0","","","",""
"PBDD10J25","Chì LME 10/04/25","LEDZ","","","","","","","1992.5","","","","","","","","","1990.0","","","",""
"PBDD10J26","Chì LME 10/04/26","LEDZ","","","","","","","1907.5","","","","","","","","","1909.0","","","",""
"PBDD10K23","Chì LME 10/05/23","LEDZ","","","","","","","2096.5","","","","","","","","","2106.5","","","",""
"PBDD10K24","Chì LME 10/05/24","LEDZ","","","","","","","2186","","","","","","","","","2183.0","","","",""
"PBDD10M24","Chì LME 10/06/24","LEDZ","","","","","","","2190","","","","","","","","","2188.0","","","",""
"PBDD10M25","Chì LME 10/06/25","LEDZ","","","","","","","1953","","","","","","","","","1951.5","","","",""
"PBDD10M26","Chì LME 10/06/26","LEDZ","","","","","","","1979","","","","","","","","","1982.0","","","",""
"PBDD10N23","Chì LME 10/07/23","LEDZ","","","","","","","2058.5","","","","","","","","","2058.0","","","",""
"PBDD10N24","Chì LME 10/07/24","LEDZ","","","","","","","2179","","","","","","","","","2181.0","","","",""
"PBDD10N25","Chì LME 10/07/25","LEDZ","","","","","","","2033","","","","","","","","","2033.5","","","",""
"PBDD10N26","Chì LME 10/07/26","LEDZ","","","","","","","1847","","","","","","","","","1841.5","","","",""
"PBDD10Q23","Chì LME 10/08/23","LEDZ","","","","","","","2114.5","","","","","","","","","2115.0","","","",""
"PBDD10Q26","Chì LME 10/08/26","LEDZ","","","","","","","1863","","","","","","","","","1857.5","","","",""
"PBDD10U24","Chì LME 10/09/24","LEDZ","","","","","","","1924","","","","","","","","","1923.0","","","",""
"PBDD10U25","Chì LME 10/09/25","LEDZ","","","","","","","1949.5","","","","","","","","","1948.5","","","",""
"PBDD10U26","Chì LME 10/09/26","LEDZ","","","","","","","1871.5","","","","","","","","","1866.0","","","",""
"PBDD10V23","Chì LME 10/10/23","LEDZ","","","","","","","2173","","","","","","","","","2183.5","","","",""
"PBDD10V24","Chì LME 10/10/24","LEDZ","","","","","","","2068","","","","","","","","","2054.0","","","",""
"PBDD10V25","Chì LME 10/10/25","LEDZ","","","","","","","1955","","","","","","","","","1964.5","","","",""
"PBDD10X22","Chì LME 10/11/22","LEDZ","","","","","","","2056.5","","","","","","","","","2060.5","","","",""
"PBDD10X23","Chì LME 10/11/23","LEDZ","","","","","","","2191","","","","","","","","","2191.0","","","",""
"PBDD10X25","Chì LME 10/11/25","LEDZ","","","","","","","2014.5","","","","","","","","","2016.5","","","",""
"PBDD10X26","Chì LME 10/11/26","LEDZ","","","","","","","","","","","","","","","","","","","",""
"PBDD10Z24","Chì LME 10/12/24","LEDZ","","","","","","","2044","","","","","","","","","2043.5","","","",""
"PBDD10Z25","Chì LME 10/12/25","LEDZ","","","","","","","1945","","","","","","","","","1947.0","","","",""
"PBDD11F23","Chì LME 11/01/23","LEDZ","","","","","","","2251","","","","","","","","","2264.0","","","",""
"PBDD11F24","Chì LME 11/01/24","LEDZ","","","","","","","2019.5","","","","","","","","","2019.5","","","",""
"PBDD11G25","Chì LME 11/02/25","LEDZ","","","","","","","1956","","","","","","","","","1958.5","","","",""
"PBDD11G26","Chì LME 11/02/26","LEDZ","","","","","","","1923","","","","","","","","","1920.0","","","",""
"PBDD11H24","Chì LME 11/03/24","LEDZ","","","","","","","2102","","","","","","","","","2107.5","","","",""
"PBDD11H25","Chì LME 11/03/25","LEDZ","","","","","","","1991.5","","","","","","","","","2000.0","","","",""
"PBDD11H26","Chì LME 11/03/26","LEDZ","","","","","","","1890.5","","","","","","","","","1889.0","","","",""
"PBDD11J23","Chì LME 11/04/23","LEDZ","","","","","","","2112","","","","","","","","","2115.5","","","",""
"PBDD11J24","Chì LME 11/04/24","LEDZ","","","","","","","2120","","","","","","","","","2122.0","","","",""
"PBDD11J25","Chì LME 11/04/25","LEDZ","","","","","","","1992.5","","","","","","","","","1990.0","","","",""
"PBDD11K23","Chì LME 11/05/23","LEDZ","","","","","","","2129.5","","","","","","","","","2132.0","","","",""
"PBDD11K26","Chì LME 11/05/26","LEDZ","","","","","","","1978","","","","","","","","","1975.5","","","",""
"PBDD11M24","Chì LME 11/06/24","LEDZ","","","","","","","2157.5","","","","","","","","","2144.5","","","",""
"PBDD11M25","Chì LME 11/06/25","LEDZ","","","","","","","1964.5","","","","","","","","","1958.5","","","",""
"PBDD11M26","Chì LME 11/06/26","LEDZ","","","","","","","1977.5","","","","","","","","","1976.5","","","",""
"PBDD11N23","Chì LME 11/07/23","LEDZ","","","","","","","2070","","","","","","","","","2058.5","","","",""
"PBDD11N24","Chì LME 11/07/24","LEDZ","","","","","","","2139","","","","","","","","","2140.0","","","",""
"PBDD11N25","Chì LME 11/07/25","LEDZ","","","","","","","2032","","","","","","","","","2039.0","","","",""
"PBDD11Q23","Chì LME 11/08/23","LEDZ","","","","","","","2124","","","","","","","","","2123.0","","","",""
"PBDD11Q25","Chì LME 11/08/25","LEDZ","","","","","","","1972","","","","","","","","","1976.0","","","",""
"PBDD11Q26","Chì LME 11/08/26","LEDZ","","","","","","","1863.5","","","","","","","","","1858.0","","","",""
"PBDD11U23","Chì LME 11/09/23","LEDZ","","","","","","","2289","","","","","","","","","2288.0","","","",""
"PBDD11U24","Chì LME 11/09/24","LEDZ","","","","","","","1924.5","","","","","","","","","1923.5","","","",""
"PBDD11U25","Chì LME 11/09/25","LEDZ","","","","","","","1928","","","","","","","","","1929.0","","","",""
"PBDD11U26","Chì LME 11/09/26","LEDZ","","","","","","","1872","","","","","","","","","1866.5","","","",""
"PBDD11V23","Chì LME 11/10/23","LEDZ","","","","","","","2152.5","","","","","","","","","2159.5","","","",""
"PBDD11V24","Chì LME 11/10/24","LEDZ","","","","","","","2018.5","","","","","","","","","2011.0","","","",""
"PBDD11Z23","Chì LME 11/12/23","LEDZ","","","","","","","1969.5","","","","","","","","","1973.0","","","",""
"PBDD11Z24","Chì LME 11/12/24","LEDZ","","","","","","","2044.5","","","","","","","","","2044.0","","","",""
"PBDD11Z25","Chì LME 11/12/25","LEDZ","","","","","","","1945.5","","","","","","","","","1947.5","","","",""
"PBDD12F23","Chì LME 12/01/23","LEDZ","","","","","","","2207","","","","","","","","","2213.0","","","",""
"PBDD12F24","Chì LME 12/01/24","LEDZ","","","","","","","2055","","","","","","","","","2055.0","","","",""
"PBDD12F26","Chì LME 12/01/26","LEDZ","","","","","","","1980","","","","","","","","","1983.0","","","",""
"PBDD12G24","Chì LME 12/02/24","LEDZ","","","","","","","2065.5","","","","","","","","","2056.0","","","",""
"PBDD12G25","Chì LME 12/02/25","LEDZ","","","","","","","1961","","","","","","","","","1965.0","","","",""
"PBDD12G26","Chì LME 12/02/26","LEDZ","","","","","","","1925","","","","","","","","","1923.5","","","",""
"PBDD12H24","Chì LME 12/03/24","LEDZ","","","","","","","2099","","","","","","","","","2097.0","","","",""
